id_appel,client_id,agent_id,date_appel,duree,motif,résolution,client_question,agent_response,client_responses
1884394,37515406.0,484024.0,2022-04-17 18:30:49,2.0,Consultation du solde,Résolu,Bonjour je voudrais savoir mon solde à jour,"Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","MCMILLAN, MEGAN, 72914392484"
1183074,50706722.0,341451.0,2022-02-06 11:16:30,426.0,Consultation du solde,Résolu,"bonjour Monsieur, je voudrais savoir mon solde sur mon compte xxxx xxxx xxxx","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","Noureddine, Mohsine, 52000011226"
26102815,13817772.0,530529.0,2019-09-01 20:07:06,311.0,Consultation du solde,Résolu,"bonjour, je voudrais connaitre mon solde et la date de la prochaine facture merci","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","FORD, TAMMY, 26266472295"
23188,11108801.0,523664.0,2023-03-19 15:32:03,75.0,Consultation du solde,Non Résolu,"Bonjour, j'aimerais connaître le solde de mon compte","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","RAMOS, ERIK, 38183483543"
1019,49074392.0,335079.0,2021-06-13 14:42:44,12.0,Consultation du solde,Non Résolu,"bonjour, je voudrais savoir le solde de mon compte","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","SMITH, BONNIE, 57709305326"
80394241,11061756.0,452515.0,2019-01-22 12:08:17,411.0,Consultation du solde,Non Résolu,"Salut, je voulais savoir si j'ai de la solde sur mon compte","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","LONG, TOMMY, 06957882175"
87482910,95989100.0,393340.0,2019-08-23 19:25:43,147.0,Consultation du solde,Non Résolu,"Bonjour, je voudrais savoir mon solde","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","MILLER, JORDAN, 69858572206"
4241505,12104831.0,531506.0,2022-04-04 11:36:38,189.0,Consultation du solde,Non Résolu,bonjour je souhaiterais de savoir le solde de mon compte,"Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","WINTERS, CYNTHIA, 67619223336"
14042805,24945020.0,225593.0,2021-11-17 08:20:43,228.0,Consultation du solde,Non Résolu,"Bonjour, je voudrais savoir le solde de mon compte","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","BROWN, STEVEN, 01514426032"
23870675,10718459.0,221630.0,2015-08-31 18:29:56,192.0,Consultation du solde,Résolu,bonjour madame j veux savoir mon solde merci mecanicien,"Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","SANDERS, ROBIN, 44940712807"
10796766,1405969.0,203065.0,2022-09-07 12:01:01,147.0,Consultation du solde,Résolu,J'ai besoin de mon solde,"Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","COX, SHERRY, 51673048816"
2262394,38434015.0,489019.0,2019-04-14 12:16:10,236.0,Consultation du solde,Résolu,est ce que mon solde est en pourcentage ou en euro,"Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","BELL, JESSE, 37095184893"
78104499,12240229.0,319298.0,2022-07-30 17:21:40,106.0,Consultation du solde,Non Résolu,Bonjour! je veux savoir le solde de mon compte,"Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","Nouha, Redouane, 47375001109"
40290022,76672658.0,251272.0,2015-02-02 18:17:22,435.0,Consultation du solde,Résolu,"Bonjour, je voudrais savoir mon solde sur mon compte. merci","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","CONRAD, BRIANNA, 90142209535"
7783097,35274976.0,462543.0,2018-06-25 17:28:47,520.0,Consultation du solde,Résolu,Bonjour pour savoir mon solde merci,"Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","BELL, JANET, 45611232052"
10000000,10000004.0,300122.0,2022-04-15 21:52:51,38.0,Consultation du solde,Résolu,"Bonjour, je voudrais connaitre mon solde","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","WOLFE, TIMOTHY, 66190242913"
6841647,6412256.0,174498.0,2021-03-05 16:17:53,311.0,Consultation du solde,Résolu,Bonjour je voudrais savoir le solde de mon compte,"Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","ANDERSON, EVELYN, 41566693766"
3721677,13251708.0,430464.0,2017-07-24 15:57:45,264.0,Consultation du solde,Résolu,bonjour est ce que je peux savoir le solde de mon compte,"Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","JONES, ALEXIS, 18037737203"
11,88398347.0,344915.0,2021-06-01 11:20:47,33.0,Consultation du solde,Résolu,bonjour je souhaiterais de savoir mon solde en euro et en dinar,"Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","WADE, ALEJANDRO, 90220141250"
10000006,31355984.0,131382.0,2022-11-10 13:39:27,44.0,Consultation du solde,Résolu,"Bonjour, je me pose une question. Comment puis-je consulter mon solde ?","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","MOORE, MIKE, 74278141107"
30223595,10443330.0,552072.0,2021-12-09 16:58:22,289.0,Consultation du solde,Non Résolu,bonjour je voudrais savoir combien de soldes je suis dette,"Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","ROBERTSON, PAMELA, 05979120344"
84402815,39969467.0,121413.0,2021-04-20 10:45:25,128.0,Consultation du solde,Non Résolu,"Bonjour, je voudrais savoir mon solde actuel","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","NELSON, LESLIE, 41341348863"
10550720,66333377.0,870048.0,2019-11-25 15:41:14,103.0,Consultation du solde,Résolu,"Bonjour, je souhaiterai connaitre mon solde ? Merci","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","RAYMOND, ELIZABETH, 16572754011"
14348000,43034041.0,550442.0,2021-06-14 10:35:57,455.0,Consultation du solde,Non Résolu,Bonjour ! Je voulais vérifier le solde de mon compte ESE et savoir si je peux payer une facture qui a été émise par ESE.,"Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","RODRIGUEZ, EDUARDO, 19686609498"
86013656,41508910.0,402456.0,2017-11-20 14:50:29,264.0,Consultation du solde,Résolu,salut hello comment faire pour savoir mon solde je ne peux pas la trouver sur mon espace client,"Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","BEARD, HEATHER, 55913652337"
10062490,14417452.0,120063.0,2018-03-05 14:47:43,109.0,Consultation du solde,Résolu,"Bonjour, je vous demanderais mon solde actuel","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","ANDERSON, MIGUEL, 04423261099"
2993675,55113672.0,556672.0,2019-01-20 12:31:05,141.0,Consultation du solde,Résolu,Je voudrais savoir mon solde sur ma carte maestro ?,"Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","CISNEROS, MICHELE, 64789631764"
52797540,12475449.0,242055.0,2022-02-01 09:49:51,288.0,Consultation du solde,Résolu,"Bonjour, j'aimerais savoir mon solde","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","GARCIA, TRACY, 06811772639"
24600001,11947429.0,612837.0,2020-11-23 11:04:43,470.0,Consultation du solde,Non Résolu,"Bonjour, je voudrais savoir le solde du compte","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","CAMPOS, DONNA, 89677992171"
1208286,12261402.0,112545.0,2022-06-19 16:49:32,557.0,Consultation du solde,Résolu,"Bonjour, je voudrait connaitre mon solde comtant et le solde d\u0027achat le 17/06/2022","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","SCOTT, LAWRENCE, 77029618804"
1593670,7414963.0,818987.0,2021-04-26 16:05:07,357.0,Consultation du solde,Résolu,"Bonjour , je suis à la recherche d'un guidage pour bien utiliser mon téléphone portable et avec un règlement de compte et un solde ?","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","JOHNSON, CHRISTINA, 75386656063"
1545056,65745673.0,536086.0,2021-11-15 13:32:19,357.0,Consultation du solde,Non Résolu,hallo   bonjour je voudrais à savoir le solde de mon compte 71080128800,"Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","Mohamed, [3 digits], 89190045103"
16824292,33900731.0,538657.0,2017-01-18 17:43:29,192.0,Consultation du solde,Résolu,bonjour c est mr alexandre pour un motif de réclame je voudrais savoir mon solde merci,"Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","OBRIEN, BRUCE, 53267597481"
5268395,12345678.0,123456.0,2018-06-13 06:24:05,364.0,Consultation du solde,Résolu,"Bonjour, je voudrais savoir mon solde actuel de mon compte","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","JOHNSON, JESSICA, 91691325430"
83568085,18004786.0,303266.0,2019-01-08 19:13:35,313.0,Consultation du solde,Résolu,bonjour quel est mon solde,"Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","FISHER, ANGELA, 32669197448"
12345678,60000002.0,321516.0,2022-03-23 15:41:48,377.0,Consultation du solde,Résolu,"Bonjour, comment puis je voir mon solde ?","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","MOSS, MICHAEL, 05201688290"
1734381,21084135.0,503309.0,2020-09-10 15:47:11,301.0,Consultation du solde,Résolu,"Bonjour, Quelle est ma solde sur ma carte?","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","STEVENS, TANYA, 41106857684"
22419586,27257926.0,438144.0,2022-02-09 14:31:21,105.0,Consultation du solde,Résolu,"Bonjour, je voudrais vérifier mon solde, merci","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","Achraf, Zakaria, 13018902012"
8572637,10104586.0,500426.0,2021-06-25 16:32:29,185.0,Consultation du solde,Résolu,"Bonjour, pourriez-vous me dire le solde de mon compte?","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","MADDEN, BETH, 84148524636"
2376376,12000019.0,137491.0,2021-06-18 14:01:59,300.0,Consultation du solde,Résolu,Bonjour je voudrais savoir mon solde,"Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","SMALL, PAMELA, 71309126500"
86989879,15010013.0,178551.0,2022-11-30 10:41:15,270.0,Consultation du solde,Non Résolu,"Bonjour madame, je voudrais savoir mon solde en euros","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","THOMAS, CHRISTOPHER, 60057085844"
9998238,22559947.0,405922.0,2019-04-18 03:44:30,340.0,Consultation du solde,Non Résolu,"Bonjour, je voudrais aller voir ma solde","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","COLLINS, AARON, 10392760017"
2827379,63437811.0,217453.0,2017-07-04 17:44:43,369.0,Consultation du solde,Résolu,bonjour je voudrais avoir le solde de mon compte merci,"Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","BURKE, JAMES, 70448227410"
6258065,11054522.0,133147.0,2021-12-03 15:09:12,66.0,Consultation du solde,Résolu,Bonjour le salut est il possible de toucher le solde d’un compte?,"Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","ROWLAND, VICTORIA, 39950985705"
11666727,27238472.0,661978.0,2023-03-07 15:12:39,101.0,Consultation du solde,Non Résolu,Quelle est mon solde en banque,"Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","Nouir, Nouir, 13401315618"
27031046,10000003.0,929022.0,2016-06-01 17:28:42,348.0,Consultation du solde,Résolu,"bonjour, est ce que je peux connaitre le solde de mon compte?","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","PARRISH, JOHN, 46592674523"
4132681,66507189.0,142221.0,2021-03-04 13:10:44,167.0,Consultation du solde,Résolu,"Bonjour, je voudrais savoir mon solde de compte et pourquoi ma carte est bloquée ? Merci","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","LYNN, DEBRA, 30795837736"
12181101,12520039.0,148418.0,2014-12-01 15:00:50,226.0,Consultation du solde,Résolu,"Bonjour, je voudrais savoir si le solde de mon compte est de 400 euros","Bonjour, vous souhaitez consulter votre solde. Pour cela, nous avons besoin de votre numéro de compte.","ROBERTS, SUSAN, 00207304452"
